               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 316,            0.045288,            0.023142,           0.0095734,             0.90086,                0.75,             0.77229,             0.42654,            0.038966,            0.012793,           0.0052326,            0.003763,            0.003763,            0.003763
                 317,            0.046029,            0.026818,            0.007491,             0.90086,                0.75,             0.77229,             0.42654,            0.038966,            0.012793,           0.0052326,           0.0037432,           0.0037432,           0.0037432
                 318,            0.044006,            0.024654,           0.0071341,             0.90086,                0.75,             0.77229,             0.42654,            0.038966,            0.012793,           0.0052326,           0.0037234,           0.0037234,           0.0037234
                 319,             0.04458,            0.020158,           0.0073969,             0.88954,                0.75,             0.77029,              0.4745,            0.034076,            0.012575,           0.0052253,           0.0037036,           0.0037036,           0.0037036
                 320,            0.039361,            0.024039,           0.0078738,             0.88954,                0.75,             0.77029,              0.4745,            0.034076,            0.012575,           0.0052253,           0.0036838,           0.0036838,           0.0036838
                 321,            0.038215,            0.020932,           0.0068854,             0.88954,                0.75,             0.77029,              0.4745,            0.034076,            0.012575,           0.0052253,            0.003664,            0.003664,            0.003664
                 322,            0.040925,            0.021345,              0.0112,             0.88954,                0.75,             0.77029,              0.4745,            0.034076,            0.012575,           0.0052253,           0.0036442,           0.0036442,           0.0036442
                 323,            0.037794,            0.020815,           0.0070486,             0.87965,                0.75,             0.74544,              0.5118,            0.033596,            0.012516,           0.0051571,           0.0036244,           0.0036244,           0.0036244
                 324,            0.039815,            0.021237,           0.0072584,             0.87965,                0.75,             0.74544,              0.5118,            0.033596,            0.012516,           0.0051571,           0.0036046,           0.0036046,           0.0036046
                 325,             0.04257,             0.02336,           0.0091396,             0.87965,                0.75,             0.74544,              0.5118,            0.033596,            0.012516,           0.0051571,           0.0035848,           0.0035848,           0.0035848
                 326,            0.044676,            0.022284,           0.0098061,             0.87965,                0.75,             0.74544,              0.5118,            0.033596,            0.012516,           0.0051571,            0.003565,            0.003565,            0.003565
                 327,            0.041743,            0.022535,           0.0078667,             0.86956,                0.75,             0.75077,             0.48284,            0.032337,            0.012411,           0.0050968,           0.0035452,           0.0035452,           0.0035452
                 328,            0.043398,             0.02176,            0.010211,             0.86956,                0.75,             0.75077,             0.48284,            0.032337,            0.012411,           0.0050968,           0.0035254,           0.0035254,           0.0035254
                 329,            0.038953,            0.022593,           0.0068372,             0.86956,                0.75,             0.75077,             0.48284,            0.032337,            0.012411,           0.0050968,           0.0035056,           0.0035056,           0.0035056
                 330,            0.039388,            0.023664,           0.0093109,             0.86956,                0.75,             0.75077,             0.48284,            0.032337,            0.012411,           0.0050968,           0.0034858,           0.0034858,           0.0034858
                 331,            0.039885,            0.022661,            0.007978,             0.93045,                0.75,             0.77531,             0.52517,            0.034781,            0.012345,            0.005072,            0.003466,            0.003466,            0.003466
                 332,            0.039125,            0.024045,           0.0080173,             0.93045,                0.75,             0.77531,             0.52517,            0.034781,            0.012345,            0.005072,           0.0034462,           0.0034462,           0.0034462
                 333,            0.042182,            0.026287,           0.0091648,             0.93045,                0.75,             0.77531,             0.52517,            0.034781,            0.012345,            0.005072,           0.0034264,           0.0034264,           0.0034264
                 334,            0.039711,            0.020299,           0.0089879,             0.93045,                0.75,             0.77531,             0.52517,            0.034781,            0.012345,            0.005072,           0.0034066,           0.0034066,           0.0034066
                 335,            0.043071,            0.019569,            0.010601,             0.89744,                0.75,             0.76333,             0.49457,            0.034063,            0.012224,           0.0050714,           0.0033868,           0.0033868,           0.0033868
                 336,            0.042999,            0.018947,            0.010788,             0.89744,                0.75,             0.76333,             0.49457,            0.034063,            0.012224,           0.0050714,            0.003367,            0.003367,            0.003367
                 337,            0.040597,            0.021976,           0.0082946,             0.89744,                0.75,             0.76333,             0.49457,            0.034063,            0.012224,           0.0050714,           0.0033472,           0.0033472,           0.0033472
                 338,            0.039823,            0.024188,           0.0088328,             0.89744,                0.75,             0.76333,             0.49457,            0.034063,            0.012224,           0.0050714,           0.0033274,           0.0033274,           0.0033274
                 339,            0.039231,            0.021845,            0.008891,             0.91539,                0.75,             0.79277,             0.56936,            0.030416,             0.01197,           0.0050317,           0.0033076,           0.0033076,           0.0033076
                 340,            0.037566,            0.022414,           0.0057953,             0.91539,                0.75,             0.79277,             0.56936,            0.030416,             0.01197,           0.0050317,           0.0032878,           0.0032878,           0.0032878
                 341,            0.041893,            0.026885,           0.0089463,             0.91539,                0.75,             0.79277,             0.56936,            0.030416,             0.01197,           0.0050317,            0.003268,            0.003268,            0.003268
                 342,            0.038874,            0.024454,           0.0085239,             0.91539,                0.75,             0.79277,             0.56936,            0.030416,             0.01197,           0.0050317,           0.0032482,           0.0032482,           0.0032482
                 343,            0.041667,            0.022813,            0.008802,             0.94128,                0.75,             0.79086,             0.47107,            0.036246,            0.012181,           0.0050573,           0.0032284,           0.0032284,           0.0032284
                 344,            0.045574,            0.028268,           0.0093365,             0.94128,                0.75,             0.79086,             0.47107,            0.036246,            0.012181,           0.0050573,           0.0032086,           0.0032086,           0.0032086
                 345,            0.041927,            0.024018,           0.0086417,             0.94128,                0.75,             0.79086,             0.47107,            0.036246,            0.012181,           0.0050573,           0.0031888,           0.0031888,           0.0031888
                 346,            0.040526,             0.02033,            0.010165,             0.94128,                0.75,             0.79086,             0.47107,            0.036246,            0.012181,           0.0050573,            0.003169,            0.003169,            0.003169
                 347,            0.042903,             0.01968,            0.010414,             0.91821,                0.75,             0.79444,             0.55647,            0.031816,            0.012062,           0.0050507,           0.0031492,           0.0031492,           0.0031492
                 348,            0.041217,            0.017983,           0.0086788,             0.91821,                0.75,             0.79444,             0.55647,            0.031816,            0.012062,           0.0050507,           0.0031294,           0.0031294,           0.0031294
                 349,            0.039015,            0.017988,           0.0069728,             0.91821,                0.75,             0.79444,             0.55647,            0.031816,            0.012062,           0.0050507,           0.0031096,           0.0031096,           0.0031096
                 350,            0.037571,            0.025391,           0.0072013,             0.91821,                0.75,             0.79444,             0.55647,            0.031816,            0.012062,           0.0050507,           0.0030898,           0.0030898,           0.0030898
                 351,            0.036217,            0.023308,           0.0080053,             0.94342,                0.75,             0.78517,             0.49397,            0.032077,            0.012068,           0.0050421,             0.00307,             0.00307,             0.00307
                 352,             0.03761,            0.019121,           0.0065683,             0.94342,                0.75,             0.78517,             0.49397,            0.032077,            0.012068,           0.0050421,           0.0030502,           0.0030502,           0.0030502
                 353,            0.041273,            0.019428,           0.0078636,             0.94342,                0.75,             0.78517,             0.49397,            0.032077,            0.012068,           0.0050421,           0.0030304,           0.0030304,           0.0030304
                 354,            0.041701,            0.021164,           0.0074894,             0.94342,                0.75,             0.78517,             0.49397,            0.032077,            0.012068,           0.0050421,           0.0030106,           0.0030106,           0.0030106
                 355,            0.043831,             0.01976,           0.0072931,             0.91816,                0.75,             0.78756,             0.52378,            0.033843,             0.01188,            0.005107,           0.0029908,           0.0029908,           0.0029908
                 356,            0.041989,            0.020953,            0.010943,             0.91816,                0.75,             0.78756,             0.52378,            0.033843,             0.01188,            0.005107,            0.002971,            0.002971,            0.002971
                 357,            0.040821,            0.016813,           0.0083768,             0.91816,                0.75,             0.78756,             0.52378,            0.033843,             0.01188,            0.005107,           0.0029512,           0.0029512,           0.0029512
                 358,            0.038649,            0.019879,           0.0064365,             0.91816,                0.75,             0.78756,             0.52378,            0.033843,             0.01188,            0.005107,           0.0029314,           0.0029314,           0.0029314
                 359,            0.041643,            0.022994,           0.0072125,             0.87818,                0.75,             0.74976,             0.48989,            0.035647,            0.011877,           0.0051148,           0.0029116,           0.0029116,           0.0029116
                 360,            0.043351,            0.021436,           0.0080047,             0.87818,                0.75,             0.74976,             0.48989,            0.035647,            0.011877,           0.0051148,           0.0028918,           0.0028918,           0.0028918
                 361,            0.046314,            0.020024,           0.0083235,             0.87818,                0.75,             0.74976,             0.48989,            0.035647,            0.011877,           0.0051148,            0.002872,            0.002872,            0.002872
                 362,            0.044633,            0.019001,           0.0086745,             0.87818,                0.75,             0.74976,             0.48989,            0.035647,            0.011877,           0.0051148,           0.0028522,           0.0028522,           0.0028522
                 363,            0.048011,            0.025416,            0.011283,             0.88612,                0.75,             0.79122,             0.56591,            0.033195,            0.011834,           0.0051342,           0.0028324,           0.0028324,           0.0028324
                 364,            0.036582,            0.024315,           0.0076512,             0.88612,                0.75,             0.79122,             0.56591,            0.033195,            0.011834,           0.0051342,           0.0028126,           0.0028126,           0.0028126
                 365,            0.037922,            0.024739,           0.0082019,             0.88612,                0.75,             0.79122,             0.56591,            0.033195,            0.011834,           0.0051342,           0.0027928,           0.0027928,           0.0027928
                 366,            0.035835,             0.02078,           0.0065392,             0.88612,                0.75,             0.79122,             0.56591,            0.033195,            0.011834,           0.0051342,            0.002773,            0.002773,            0.002773
                 367,            0.037682,            0.020821,           0.0064784,             0.92183,                0.75,             0.79632,             0.57761,            0.033226,            0.011767,            0.005136,           0.0027532,           0.0027532,           0.0027532
                 368,             0.03982,             0.02649,           0.0068067,             0.92183,                0.75,             0.79632,             0.57761,            0.033226,            0.011767,            0.005136,           0.0027334,           0.0027334,           0.0027334
                 369,            0.038441,            0.021407,           0.0068811,             0.92183,                0.75,             0.79632,             0.57761,            0.033226,            0.011767,            0.005136,           0.0027136,           0.0027136,           0.0027136
                 370,            0.036535,            0.022084,           0.0069086,             0.92183,                0.75,             0.79632,             0.57761,            0.033226,            0.011767,            0.005136,           0.0026938,           0.0026938,           0.0026938
                 371,            0.040662,            0.024717,           0.0090157,             0.93752,                0.75,             0.79536,             0.57053,            0.030982,             0.01172,            0.005115,            0.002674,            0.002674,            0.002674
                 372,            0.038433,            0.020301,           0.0085756,             0.93752,                0.75,             0.79536,             0.57053,            0.030982,             0.01172,            0.005115,           0.0026542,           0.0026542,           0.0026542
                 373,            0.034956,            0.020125,           0.0081016,             0.93752,                0.75,             0.79536,             0.57053,            0.030982,             0.01172,            0.005115,           0.0026344,           0.0026344,           0.0026344
                 374,            0.035686,            0.021157,           0.0075939,             0.93752,                0.75,             0.79536,             0.57053,            0.030982,             0.01172,            0.005115,           0.0026146,           0.0026146,           0.0026146
                 375,            0.037854,            0.020746,           0.0075368,             0.93924,                0.75,             0.80965,             0.60207,            0.029583,            0.011625,           0.0050668,           0.0025948,           0.0025948,           0.0025948
                 376,            0.036667,            0.020221,           0.0087563,             0.93924,                0.75,             0.80965,             0.60207,            0.029583,            0.011625,           0.0050668,            0.002575,            0.002575,            0.002575
                 377,             0.03662,            0.022348,           0.0073833,             0.93924,                0.75,             0.80965,             0.60207,            0.029583,            0.011625,           0.0050668,           0.0025552,           0.0025552,           0.0025552
                 378,            0.036928,            0.016575,           0.0078347,             0.93924,                0.75,             0.80965,             0.60207,            0.029583,            0.011625,           0.0050668,           0.0025354,           0.0025354,           0.0025354
                 379,            0.041088,            0.022093,           0.0094118,             0.92785,                0.75,             0.79944,             0.56213,            0.029693,            0.011645,           0.0049956,           0.0025156,           0.0025156,           0.0025156
                 380,            0.039766,            0.023533,           0.0067397,             0.92785,                0.75,             0.79944,             0.56213,            0.029693,            0.011645,           0.0049956,           0.0024958,           0.0024958,           0.0024958
                 381,            0.039262,            0.021119,           0.0074541,             0.92785,                0.75,             0.79944,             0.56213,            0.029693,            0.011645,           0.0049956,            0.002476,            0.002476,            0.002476
                 382,            0.041484,            0.021197,           0.0084177,             0.92785,                0.75,             0.79944,             0.56213,            0.029693,            0.011645,           0.0049956,           0.0024562,           0.0024562,           0.0024562
                 383,            0.039613,            0.020735,           0.0067526,             0.94054,                0.75,             0.79944,             0.58333,            0.029107,            0.011491,           0.0049757,           0.0024364,           0.0024364,           0.0024364
                 384,            0.034049,            0.019428,           0.0074836,             0.94054,                0.75,             0.79944,             0.58333,            0.029107,            0.011491,           0.0049757,           0.0024166,           0.0024166,           0.0024166
                 385,            0.038844,            0.027409,           0.0075487,             0.94054,                0.75,             0.79944,             0.58333,            0.029107,            0.011491,           0.0049757,           0.0023968,           0.0023968,           0.0023968
                 386,            0.041134,            0.019952,           0.0085097,             0.94054,                0.75,             0.79944,             0.58333,            0.029107,            0.011491,           0.0049757,            0.002377,            0.002377,            0.002377
                 387,            0.032934,            0.019397,           0.0072195,             0.91609,                0.75,             0.79122,              0.5818,            0.029242,             0.01145,           0.0049507,           0.0023572,           0.0023572,           0.0023572
                 388,            0.036567,            0.020011,           0.0086191,             0.91609,                0.75,             0.79122,              0.5818,            0.029242,             0.01145,           0.0049507,           0.0023374,           0.0023374,           0.0023374
                 389,            0.035305,            0.024714,           0.0079065,             0.91609,                0.75,             0.79122,              0.5818,            0.029242,             0.01145,           0.0049507,           0.0023176,           0.0023176,           0.0023176
                 390,            0.037529,            0.021649,           0.0065896,             0.91609,                0.75,             0.79122,              0.5818,            0.029242,             0.01145,           0.0049507,           0.0022978,           0.0022978,           0.0022978
                 391,            0.038429,            0.023301,           0.0077077,              0.9282,                0.75,             0.79536,             0.52989,            0.028886,            0.011495,           0.0049157,            0.002278,            0.002278,            0.002278
                 392,            0.033483,            0.031261,            0.009024,              0.9282,                0.75,             0.79536,             0.52989,            0.028886,            0.011495,           0.0049157,           0.0022582,           0.0022582,           0.0022582
                 393,            0.036764,            0.021791,           0.0089825,              0.9282,                0.75,             0.79536,             0.52989,            0.028886,            0.011495,           0.0049157,           0.0022384,           0.0022384,           0.0022384
                 394,            0.037705,             0.01951,           0.0087479,              0.9282,                0.75,             0.79536,             0.52989,            0.028886,            0.011495,           0.0049157,           0.0022186,           0.0022186,           0.0022186
                 395,             0.03679,            0.017712,           0.0069531,             0.94336,                0.75,             0.79536,             0.55447,             0.02841,            0.011364,           0.0048833,           0.0021988,           0.0021988,           0.0021988
                 396,            0.037564,            0.019029,           0.0075261,             0.94336,                0.75,             0.79536,             0.55447,             0.02841,            0.011364,           0.0048833,            0.002179,            0.002179,            0.002179
                 397,            0.037239,            0.020223,           0.0089065,             0.94336,                0.75,             0.79536,             0.55447,             0.02841,            0.011364,           0.0048833,           0.0021592,           0.0021592,           0.0021592
                 398,            0.032134,            0.019305,           0.0053227,             0.94336,                0.75,             0.79536,             0.55447,             0.02841,            0.011364,           0.0048833,           0.0021394,           0.0021394,           0.0021394
                 399,            0.037161,            0.020675,           0.0078075,             0.94628,                0.75,             0.80557,             0.60083,            0.027335,            0.011276,           0.0048453,           0.0021196,           0.0021196,           0.0021196
                 400,            0.033455,             0.02327,           0.0067887,             0.94628,                0.75,             0.80557,             0.60083,            0.027335,            0.011276,           0.0048453,           0.0020998,           0.0020998,           0.0020998
                 401,            0.034938,            0.023339,           0.0066525,             0.94628,                0.75,             0.80557,             0.60083,            0.027335,            0.011276,           0.0048453,             0.00208,             0.00208,             0.00208
                 402,             0.03306,            0.024688,           0.0064043,             0.94628,                0.75,             0.80557,             0.60083,            0.027335,            0.011276,           0.0048453,           0.0020602,           0.0020602,           0.0020602
                 403,            0.030779,            0.019825,           0.0052613,             0.94655,                0.75,             0.80276,             0.60436,            0.028436,              0.0112,           0.0047933,           0.0020404,           0.0020404,           0.0020404
                 404,            0.034766,            0.022123,            0.010822,             0.94655,                0.75,             0.80276,             0.60436,            0.028436,              0.0112,           0.0047933,           0.0020206,           0.0020206,           0.0020206
                 405,            0.038863,            0.019679,            0.010656,             0.94655,                0.75,             0.80276,             0.60436,            0.028436,              0.0112,           0.0047933,           0.0020008,           0.0020008,           0.0020008
                 406,            0.035599,            0.020638,           0.0070953,             0.94655,                0.75,             0.80276,             0.60436,            0.028436,              0.0112,           0.0047933,            0.001981,            0.001981,            0.001981
                 407,            0.038931,             0.02249,           0.0090531,             0.94381,                0.75,             0.81034,             0.61772,            0.029202,            0.011074,           0.0047612,           0.0019612,           0.0019612,           0.0019612
                 408,            0.036748,            0.018012,           0.0091383,             0.94381,                0.75,             0.81034,             0.61772,            0.029202,            0.011074,           0.0047612,           0.0019414,           0.0019414,           0.0019414
                 409,            0.036243,            0.021431,           0.0066593,             0.94381,                0.75,             0.81034,             0.61772,            0.029202,            0.011074,           0.0047612,           0.0019216,           0.0019216,           0.0019216
                 410,            0.035368,            0.021409,            0.008453,             0.94381,                0.75,             0.81034,             0.61772,            0.029202,            0.011074,           0.0047612,           0.0019018,           0.0019018,           0.0019018
                 411,            0.042882,            0.016971,           0.0087009,             0.94391,                0.75,             0.82144,             0.59027,             0.03364,            0.011139,           0.0047375,            0.001882,            0.001882,            0.001882
                 412,            0.038788,            0.026304,           0.0092205,             0.94391,                0.75,             0.82144,             0.59027,             0.03364,            0.011139,           0.0047375,           0.0018622,           0.0018622,           0.0018622
                 413,            0.036525,            0.021909,           0.0090046,             0.94391,                0.75,             0.82144,             0.59027,             0.03364,            0.011139,           0.0047375,           0.0018424,           0.0018424,           0.0018424
                 414,            0.037242,            0.017984,           0.0059143,             0.94391,                0.75,             0.82144,             0.59027,             0.03364,            0.011139,           0.0047375,           0.0018226,           0.0018226,           0.0018226
                 415,            0.035187,            0.016538,           0.0063605,             0.61881,                   1,             0.83365,             0.64741,             0.02978,            0.011011,           0.0047053,           0.0018028,           0.0018028,           0.0018028
                 416,            0.037375,            0.022749,           0.0087655,             0.61881,                   1,             0.83365,             0.64741,             0.02978,            0.011011,           0.0047053,            0.001783,            0.001783,            0.001783
                 417,             0.03651,            0.020307,           0.0066928,             0.61881,                   1,             0.83365,             0.64741,             0.02978,            0.011011,           0.0047053,           0.0017632,           0.0017632,           0.0017632
                 418,            0.036544,            0.021007,           0.0065912,             0.61881,                   1,             0.83365,             0.64741,             0.02978,            0.011011,           0.0047053,           0.0017434,           0.0017434,           0.0017434
                 419,            0.036098,            0.024026,           0.0089694,             0.62452,                   1,             0.83502,             0.62873,            0.027501,            0.011009,           0.0046539,           0.0017236,           0.0017236,           0.0017236
                 420,            0.039164,            0.024047,            0.011871,             0.62452,                   1,             0.83502,             0.62873,            0.027501,            0.011009,           0.0046539,           0.0017038,           0.0017038,           0.0017038
                 421,            0.037002,            0.018078,           0.0062403,             0.62452,                   1,             0.83502,             0.62873,            0.027501,            0.011009,           0.0046539,            0.001684,            0.001684,            0.001684
                 422,            0.033503,            0.025533,           0.0078552,             0.62452,                   1,             0.83502,             0.62873,            0.027501,            0.011009,           0.0046539,           0.0016642,           0.0016642,           0.0016642
                 423,            0.035453,            0.018889,           0.0064425,             0.64428,                   1,             0.83852,             0.62898,            0.027778,            0.011067,            0.004625,           0.0016444,           0.0016444,           0.0016444
                 424,            0.035011,            0.021189,           0.0076561,             0.64428,                   1,             0.83852,             0.62898,            0.027778,            0.011067,            0.004625,           0.0016246,           0.0016246,           0.0016246
                 425,            0.033703,            0.018113,           0.0076351,             0.64428,                   1,             0.83852,             0.62898,            0.027778,            0.011067,            0.004625,           0.0016048,           0.0016048,           0.0016048
                 426,            0.031051,            0.018893,           0.0052564,             0.64428,                   1,             0.83852,             0.62898,            0.027778,            0.011067,            0.004625,            0.001585,            0.001585,            0.001585
                 427,            0.033081,            0.016117,           0.0060171,             0.67765,                   1,             0.83663,             0.63193,            0.032184,            0.011137,           0.0045963,           0.0015652,           0.0015652,           0.0015652
                 428,            0.037119,            0.023297,           0.0075719,             0.67765,                   1,             0.83663,             0.63193,            0.032184,            0.011137,           0.0045963,           0.0015454,           0.0015454,           0.0015454
                 429,             0.03763,            0.018941,           0.0076658,             0.67765,                   1,             0.83663,             0.63193,            0.032184,            0.011137,           0.0045963,           0.0015256,           0.0015256,           0.0015256
                 430,             0.03901,            0.022865,           0.0081565,             0.67765,                   1,             0.83663,             0.63193,            0.032184,            0.011137,           0.0045963,           0.0015058,           0.0015058,           0.0015058
                 431,            0.037208,            0.026693,           0.0082602,             0.67201,                   1,             0.83663,             0.62817,            0.031464,            0.010955,           0.0045722,            0.001486,            0.001486,            0.001486
                 432,            0.035443,            0.017949,           0.0080341,             0.67201,                   1,             0.83663,             0.62817,            0.031464,            0.010955,           0.0045722,           0.0014662,           0.0014662,           0.0014662
                 433,             0.03724,            0.022492,           0.0069362,             0.67201,                   1,             0.83663,             0.62817,            0.031464,            0.010955,           0.0045722,           0.0014464,           0.0014464,           0.0014464
                 434,            0.035166,            0.021688,           0.0083734,             0.67201,                   1,             0.83663,             0.62817,            0.031464,            0.010955,           0.0045722,           0.0014266,           0.0014266,           0.0014266
                 435,            0.037822,            0.016878,           0.0062315,             0.62649,             0.98793,             0.83663,             0.65815,            0.029602,            0.010892,           0.0045475,           0.0014068,           0.0014068,           0.0014068
                 436,            0.034388,            0.018131,           0.0057677,             0.62649,             0.98793,             0.83663,             0.65815,            0.029602,            0.010892,           0.0045475,            0.001387,            0.001387,            0.001387
                 437,            0.035579,            0.021815,            0.008036,             0.62649,             0.98793,             0.83663,             0.65815,            0.029602,            0.010892,           0.0045475,           0.0013672,           0.0013672,           0.0013672
                 438,            0.033572,            0.022513,           0.0079459,             0.62649,             0.98793,             0.83663,             0.65815,            0.029602,            0.010892,           0.0045475,           0.0013474,           0.0013474,           0.0013474
                 439,            0.035079,            0.020547,           0.0072727,             0.68262,             0.99416,             0.83663,             0.65162,            0.028893,            0.010923,           0.0045266,           0.0013276,           0.0013276,           0.0013276
                 440,            0.033451,            0.019018,           0.0073351,             0.68262,             0.99416,             0.83663,             0.65162,            0.028893,            0.010923,           0.0045266,           0.0013078,           0.0013078,           0.0013078
                 441,            0.033788,            0.017563,           0.0079499,             0.68262,             0.99416,             0.83663,             0.65162,            0.028893,            0.010923,           0.0045266,            0.001288,            0.001288,            0.001288
                 442,            0.034638,            0.024833,           0.0074143,             0.68262,             0.99416,             0.83663,             0.65162,            0.028893,            0.010923,           0.0045266,           0.0012682,           0.0012682,           0.0012682
                 443,            0.034069,            0.019268,           0.0054613,             0.67914,                   1,             0.83663,               0.652,            0.027511,            0.010929,           0.0045085,           0.0012484,           0.0012484,           0.0012484
                 444,              0.0344,             0.01725,           0.0062697,             0.67914,                   1,             0.83663,               0.652,            0.027511,            0.010929,           0.0045085,           0.0012286,           0.0012286,           0.0012286
                 445,            0.037638,            0.020565,           0.0099782,             0.67914,                   1,             0.83663,               0.652,            0.027511,            0.010929,           0.0045085,           0.0012088,           0.0012088,           0.0012088
                 446,            0.029514,            0.020516,           0.0058084,             0.67914,                   1,             0.83663,               0.652,            0.027511,            0.010929,           0.0045085,            0.001189,            0.001189,            0.001189
                 447,            0.035005,            0.024075,           0.0078167,             0.68634,                   1,             0.83663,             0.64513,            0.026987,            0.010943,           0.0044882,           0.0011692,           0.0011692,           0.0011692
                 448,            0.038107,            0.019783,           0.0098741,             0.68634,                   1,             0.83663,             0.64513,            0.026987,            0.010943,           0.0044882,           0.0011494,           0.0011494,           0.0011494
                 449,            0.034896,            0.023193,           0.0074268,             0.68634,                   1,             0.83663,             0.64513,            0.026987,            0.010943,           0.0044882,           0.0011296,           0.0011296,           0.0011296
                 450,            0.035049,            0.023089,           0.0073179,             0.68634,                   1,             0.83663,             0.64513,            0.026987,            0.010943,           0.0044882,           0.0011098,           0.0011098,           0.0011098
                 451,            0.032764,            0.022952,           0.0085673,             0.68505,                   1,             0.83996,             0.65547,            0.026249,            0.010894,           0.0044712,             0.00109,             0.00109,             0.00109
                 452,            0.033364,             0.01893,           0.0062577,             0.68505,                   1,             0.83996,             0.65547,            0.026249,            0.010894,           0.0044712,           0.0010702,           0.0010702,           0.0010702
                 453,            0.036158,            0.016704,           0.0083205,             0.68505,                   1,             0.83996,             0.65547,            0.026249,            0.010894,           0.0044712,           0.0010504,           0.0010504,           0.0010504
                 454,            0.038591,            0.021029,            0.010155,             0.68505,                   1,             0.83996,             0.65547,            0.026249,            0.010894,           0.0044712,           0.0010306,           0.0010306,           0.0010306
                 455,            0.034395,            0.025394,           0.0088903,             0.68169,                   1,             0.84185,             0.64524,            0.025778,            0.010858,           0.0044602,           0.0010108,           0.0010108,           0.0010108
                 456,            0.031365,            0.019838,           0.0072959,             0.68169,                   1,             0.84185,             0.64524,            0.025778,            0.010858,           0.0044602,            0.000991,            0.000991,            0.000991
                 457,             0.03145,            0.017753,           0.0055479,             0.68169,                   1,             0.84185,             0.64524,            0.025778,            0.010858,           0.0044602,           0.0009712,           0.0009712,           0.0009712
                 458,            0.032736,            0.019977,           0.0070856,             0.68169,                   1,             0.84185,             0.64524,            0.025778,            0.010858,           0.0044602,           0.0009514,           0.0009514,           0.0009514
                 459,            0.033938,            0.020333,           0.0063892,             0.67806,                   1,             0.84185,             0.64365,            0.025604,            0.010855,           0.0044531,           0.0009316,           0.0009316,           0.0009316
                 460,            0.033715,            0.017812,           0.0077954,             0.67806,                   1,             0.84185,             0.64365,            0.025604,            0.010855,           0.0044531,           0.0009118,           0.0009118,           0.0009118
                 461,            0.033552,            0.024979,           0.0071773,             0.67806,                   1,             0.84185,             0.64365,            0.025604,            0.010855,           0.0044531,            0.000892,            0.000892,            0.000892
                 462,            0.035332,            0.022178,           0.0066556,             0.67806,                   1,             0.84185,             0.64365,            0.025604,            0.010855,           0.0044531,           0.0008722,           0.0008722,           0.0008722
                 463,            0.036338,            0.021634,           0.0065672,             0.69159,                   1,             0.84185,              0.6557,            0.024942,            0.010784,            0.004441,           0.0008524,           0.0008524,           0.0008524
                 464,            0.031023,            0.017437,           0.0060833,             0.69159,                   1,             0.84185,              0.6557,            0.024942,            0.010784,            0.004441,           0.0008326,           0.0008326,           0.0008326
                 465,            0.035772,            0.017747,           0.0078039,             0.69159,                   1,             0.84185,              0.6557,            0.024942,            0.010784,            0.004441,           0.0008128,           0.0008128,           0.0008128
                 466,            0.029983,            0.023614,           0.0054721,             0.69159,                   1,             0.84185,              0.6557,            0.024942,            0.010784,            0.004441,            0.000793,            0.000793,            0.000793
                 467,            0.038433,            0.019454,           0.0081043,             0.67565,                   1,             0.84185,             0.65646,             0.02493,            0.010758,           0.0044416,           0.0007732,           0.0007732,           0.0007732
                 468,            0.034157,             0.02157,            0.012524,             0.67565,                   1,             0.84185,             0.65646,             0.02493,            0.010758,           0.0044416,           0.0007534,           0.0007534,           0.0007534
                 469,            0.029854,             0.01953,           0.0061353,             0.67565,                   1,             0.84185,             0.65646,             0.02493,            0.010758,           0.0044416,           0.0007336,           0.0007336,           0.0007336
                 470,             0.03147,            0.019688,           0.0061022,             0.67565,                   1,             0.84185,             0.65646,             0.02493,            0.010758,           0.0044416,           0.0007138,           0.0007138,           0.0007138
                 471,            0.026873,            0.018354,           0.0057571,             0.66713,                   1,             0.84185,             0.66318,            0.025141,             0.01075,           0.0044344,            0.000694,            0.000694,            0.000694
                 472,            0.032751,            0.022549,           0.0071848,             0.66713,                   1,             0.84185,             0.66318,            0.025141,             0.01075,           0.0044344,           0.0006742,           0.0006742,           0.0006742
                 473,            0.035033,            0.020446,           0.0091614,             0.66713,                   1,             0.84185,             0.66318,            0.025141,             0.01075,           0.0044344,           0.0006544,           0.0006544,           0.0006544
                 474,            0.032276,            0.020178,           0.0066025,             0.66713,                   1,             0.84185,             0.66318,            0.025141,             0.01075,           0.0044344,           0.0006346,           0.0006346,           0.0006346
                 475,            0.032408,             0.01954,           0.0056862,              0.6622,                   1,             0.84185,             0.64296,            0.025168,             0.01071,           0.0044122,           0.0006148,           0.0006148,           0.0006148
                 476,            0.030821,            0.020988,           0.0075477,              0.6622,                   1,             0.84185,             0.64296,            0.025168,             0.01071,           0.0044122,            0.000595,            0.000595,            0.000595
                 477,            0.032821,            0.020078,           0.0069494,              0.6622,                   1,             0.84185,             0.64296,            0.025168,             0.01071,           0.0044122,           0.0005752,           0.0005752,           0.0005752
                 478,            0.037162,            0.023843,           0.0092385,              0.6622,                   1,             0.84185,             0.64296,            0.025168,             0.01071,           0.0044122,           0.0005554,           0.0005554,           0.0005554
